"Allele Frequency Net	  ",   http://modomics.genesilico.pl,,
"Allen Brain Atlas	  ",   http://www.noncode.org,,
AlloMAPS,   http://www.polya-db.org/v3.beta/,,
"AlloMAPS	  ",   http://ncbr.muni.cz/ChannelsDB,,
"Allosteric Database	  ",   http://opig.stats.ox.ac.uk/webapps/stcrdab,,
"ALPSbase	  s",   http://www.prodoric2.de,,
"AlterORF	  ",   http://rna.sysu.edu.cn/rmbase/,,
"AlzGene	  ",   http://www.rna-society.org/mndr/,,
"AmoebaDB	  ",   http://amypro.net,,
AmtDB,   http://cefg.uestc.edu.cn/anti-CRISPRdb/,,
"AmyPro	  ",   http://rfam.org,,
Ancestral Genomes,   http://tfclass.bioinf.med.uni-goettingen.de,,
"Animal Genome Size Database	  ",   http://www.yeastract.com/,,
"Animal Toxin Database	  ",   http://ophid.utoronto.ca/mirDIP/,,
"Animal-APAdb	  ",   http://mirandola.iit.cnr.it/,,
"AnimalQTLdb	  ",   http://rmdb.stanford.edu,,
AnimalTFDB 3.0,   http://combio.snu.ac.kr/aspedia,,
"AnimalTFDB	  ",   http://target.sbg.qb.fcen.uba.ar/patho,,
"ANISEED	  ",   http://vdjdb.cdr3.net/.,,
"ANISEED	  ",   http://elm.eu.org,,
"anti-CRISPRdb	  ",   http://gene3d.biochem.ucl.ac.uk,,
"AntigenDB	  ",   http://www.gpcrdb.org,,
"AntiJen	  ",   http://iuucd.biocuckoo.org/,,
"antiSMASH	  ",   http://www.dsimb.inserm.fr/KNOTTIN/,,
APAatlas,   http://metalweb.cerm.unifi.it/,,
"APASdb	  ","   http://minimotifminer.org	mnm.engr.uconn.edu",,
"APD - Antimicrobial Peptide Database	  ",   http://mobidb.org,,
"AphidBase	  ",   http://omabrowser.org,,
"ApiDB - Apicomplexan DataBase	  ",   http://pdbe.org,,
"ApiDots	  ",   http://smart.embl.de,,
"ApoHoloDB	  ",   http://www.sorfs.org,,
"AppaDB	  ",   http://rostlab.org/services/nlsdb/,,
"APPRIS	  ","   http://clustercad.jbei.org	  ",   http://clustercad.igb.uci.edu,
"APPRIS	  ",   http://cys.bios.niu.edu/dbCAN_seq_V1/,,
"Arabidopsis Hormone Database	  ",   http://netbio.bgu.ac.il/diffnet,,
"Arabidopsis Mitochondrial Protein Database	  ",   http://disnor.uniroma2.it/,,
"Arabidopsis MPSS	  ",   http://services.bromberglab.org/fusiondb/,,
"Arabidopsis Nucleolar Protein Database	  ",   http://research.bioinformatics.udel.edu/iptmnet/,,
"ArachnoServer	  ",   http://jmorp.megabank.tohoku.ac.jp/,,
"AraGWAS Catalog	  s",   http://lincsportal.ccs.miami.edu/dcic-portal/,,
"ARAMEMNON	  ",   http://fgrtools.hms.harvard.edu/ProteinSearch/,,
"AraNet	  ",   http://pseudomonas.umaryland.edu,,
"AraPheno	  s",   http://iomics.ugent.be/tabloidproteome,,
"Araport	  ",   http://bioinformatics.psb.ugent.be/triforc/,,
"ArchDB	  ",   http://inetmodels.com,,
"ARDB	  ",   http://funcoup.sbc.su.se,,
"ARED	  ",   http://www.hmdb.ca,,
"ARED-Plus	  ",   http://www.ebi.ac.uk/thornton-srv/m-csa,,
"AREsite	  ",   http://MetaCyc.org,,
"ArrayMap	  s",   http://wu.scbb.pkusz.edu.cn/wdsp/,,
"AS-ALPS	  ",   http://www.sasbdb.org/,,
"ASAP - A Systematic Annotation Package	  s",   http://ncbr.muni.cz/ValidatorDB,,
"ASC - Active Sequence Collection	  ",   http://www.ebi.ac.uk/merops/,,
"ASPD	  ",   http://moonlightingproteins.org,,
"ASpedia	  ",   http://sabiork.h-its.org/,,
"Aspergillus Genomes	  ",   http://wikipathways.org/,,
"AspGD	  ",   http://wallace.uab.es/multitaskII,,
"ASPicDB	  ",   http://reactome.org,,
"ASRP - Arabidopsis Small RNA Project	  ",   http://discovery.informatics.uab.edu/PAGER/,,
"ATACdb	  ",   http://www.cazy.org/PULDB_new/,,
"ATGC	  ",   http://microbiomeDB.org,,
"AtGDB	  ",   http://mmp.sfb.uit.no/databases/,,
"AthaMap	  ",   http://ictv.global,,
"AtMAD	  ",   http://www.aniseed.cnrs.fr,,
"AtPID	  ",   http://www.ebi.ac.uk/metagenomics,,
"ATTED-II	  ",   http://www.yeastgenome.org,,
"AutDB	  ",   http://subtiwiki.uni-goettingen.de/,,
"AutDB	  ",   http://bioinfo-mml.sjtu.edu.cn/TADB2/,,
"AutismKB	  ",   http://www.ensembl.org,,
"Autophagy Database	  ",   http://genome.ucsc.edu,,
"AutoPSI	  ",   http://ccb-web.cs.uni-saarland.de/imota/,,
"autoSNPdb	  ",   http://pickles.hart-lab.org,,
"AVPdb	  ",   http://single-cell.clst.riken.jp/,,
"BµG@Sbase	  ",   http://stemmapper.sysbiolab.eu,,
"BacDive	  ",   http://www.encodeproject.org/,,
"BacMap	  ",   http://www.ensemblgenomes.org,,
"BacMet	  ",   http://www.flyatlas2.org,,
"Bacterial CSDB (BCSDB)	  ",   http://genomicus.biologie.ens.fr/genomicus,,
"Bacteriome.org	  ",   http://gwips.ucc.ie,,
"BACTIBASE	  ",   http://ibeetle-base.uni-goettingen.de/,,
"BacWGSTdb	  ",   http://www.informatics.jax.org,,
"BAliBASE	  ",   http://phenome.jax.org,,
"BARCdb	  ",   http://www.ncbi.nlm.nih.gov/refseq/,,
"BARD	  s",   http://www.xenbase.org,,
"BarleyBase	  ",   http://www.wormbase.org,,
"BastionHub	  ",   http://research.bioinformatics.udel.edu/iSyTE,,
"BCCTBbp	  ",   http://bioinfo.wilmer.jhu.edu/AAgMarker/index.jsp,,
"BCIpep	  ",   http://bioinfo.imtech.res.in/manojk/abiofilm/,,
"BCNTB bioinformatics	  ",   http://activedriverdb.org/,,
"BeetleBase	  ",   http://bioinf.xmu.edu.cn/ADReCS-Target,,
"Benchmark	  ",   http://cis.hku.hk/CR2Cancer,,
"BGI-RISe - Beijing Genomics Institute Rice Information System	  ",   http://gb.whu.edu.cn/CSCD,,
"BGMUT	  ",   http://www.ecodrug.org,,
"BIG Data Center	  ",   http://www.unimd.org/eram/,,
"BiG-FAM	  s",   http://bigd.big.ac.cn/gvm/,,
"BiGG Models	  ",   http://www.linkedomics.org,,
"BIGNASim	  ",   http://tardis.cgu.edu.tw/msignaturedb,,
"Binding MOAD	  ",   http://hcmdb.i-sanger.com/index,,
"BindingDB	  ",   http://bioinfo.life.hust.edu.cn/PancanQTL/,,
"BioCarta Pathways	  ",   http://www.unimd.org/pedam/,,
"BioCyc	  ",   http://www.pggpopulation.org,,
"BioDrugScreen	  ",   http://pharmacodb.pmgenomics.ca,,
"BioFuelDB	  ",   http://sbcddb.moffitt.org,,
"BioGPS	  ",   http://tc3a.org/,,
"BioGRID	  ",   http://biocc.hrbmu.edu.cn/SEECancer,,
"BioLiP	  ",   http://zhaobioinfo.org/TissGDB,,
"BioMagResBank	  ",   http://varcards.biols.ac.cn/,,
"Biomodels	  ",   http://autism.mindspec.org/autdb/Welcome.do,,
"BioModels	  ",   http://bioinformatics.breastcancertissuebank.org/,,
"BioMuta and BioExpress	  s",   http://www.ncbi.nlm.nih.gov/clinvar/,,
"Bionemo	  ",   http://www.dgidb.org/,,
"BioNumbers	  ",   http://www.drugbank.ca/,,
"BioSample	  ",   http://genomics.senescence.info/,,
"BioSilico	  ",   http://www.guidetopharmacology.org,,
"BioStudies	  s",   http://www.pancreasexpression.org,,
"BioStudies	  s",   http://rsnp3.psych.ac.cn,,
"BioThesaurus	  ",   http://www.megabionet.org/tcmid/,,
"BIOZON	  ",   http://bidd.nus.edu.sg/group/ttd/ttd.asp,,
"BISC	  ","   http://hive.biochemistry.gwu.edu/biomuta	  s",   http://hive.biochemistry.gwu.edu/bioxpress,
"BitterDB	  ",   http://cheminfo.charite.de/superdrug2,,
"BloodChIP	  ",   http://www.tumorfusions.org,,
"BloodExpress	  ",   http://aragwas.1001genomes.org,,
"BloodSpot	  ",   http://systemsbiology.cau.edu.cn/chromstates,,
"bNAber	  ",   http://www.planteome.org,,
"BodyParts3D	  ",   http://www.gramene.org,,
"Bovine Genome	  ",   http://bioinformatics.psb.ugent.be/plaza,,
"BPS	  ",   http://prgdb.org,,
"Brassica Genome	  ",   http://peptracker.com/epd/,,
"BreCAN-DB	  ",   http://staff.washington.edu/jwallace/farme/index.html,,
"BRENDA	  ",   http://csdb.glycoscience.ru/plant_fungal/,,
"Brix	  ",   http://cosylab.iiitd.edu.in/flavordb,,
"BSDB	  ",   http://bidd2.nus.edu.sg/NPASS/,,
"BSORF - Bacillus subtilis Open Reading Frames	  ",   http://pitdb.org,,
"BSRD	  ",   http://biodb.swu.edu.cn/qprimerdb,,
"BTO	  ",   http://systemhcatlas.org/,,
"BuchneraBase	  ",   http://www.ebi.ac.uk/biomodels,,
"BYKdb	  ",   http://europepmc.org,,
"CADB - Conformational Angles DataBase of Proteins	  ",   http://bioinformatics.charite.de/mvoc,,
"CADgene	  ",   http://www.ebi.ac.uk/biostudies/,,
"CADRE - Central Aspergillus Data Repository	  ",   http://www.ProteomicsDB.org,,
"CAGE	  ",   http://senselab.med.yale.edu/ordb/,,
CAGm,   http://www.ifti.org/ootfd,,
"CAMERA	  ",   http://peptaibol.cryst.bbk.ac.uk/,,
"CAMP	  "," functional sites in eukaryotic proteins	  ",   http://elm.eu.org/,
"Cancer RNA-Seq Nexus	  ",   http://www0.nih.go.jp/mirror/Kinases/,,
"Cancer3D	  ",   http://plantpis.ba.itb.cnr.it/,,
"CancerGenes	  ",   http://proteininformationresource.org/,,
"CancerImmunityQTL	  ",   http://www.mbio.ncsu.edu/RNaseP/home.html,,
"CancerPPD	  ",   http://www.ncbi.nlm.nih.gov/Complete_Genomes/SignalCensus.html,,
"CancerResource	  ",   http://www.jcvi.org/cgi-bin/tigrfams/index.cgi,,
"CandidaDB	  ",   http://hits.isb-sib.ch/,,
"Candidate Cancer Gene Database	  ",   http://wnt.stanford.edu/,,
"CanGEM	  ",   http://www.ncbi.nlm.nih.gov/Structure/cdd/cdd.shtml,,
"CanSAR	  ",   http://www.ebi.ac.uk/interpro,,
"CAPS-DB	  ",   http://mobidb.bio.unipd.it/,,
"Carbohydrate Structure Database (CSDB)	  ",   http://biocomp.chem.uw.edu.pl/protop/,,
"CARD	  ",   http://proteininformationresource.org/iproclass/,,
"CarpeDB	  ",   http://www.cbs.dtu.dk/databases/OGLYCBASE/,,
"CaSNP	  ",   http://pfam.xfam.org/,,
"CATH	  ",   http://www.bioinf.man.ac.uk/dbbrowser/PRINTS/,,
"CATMA - Complete Arabidopsis Transcriptome MicroArray	  ",   http://prodom.prabi.fr/,,
"CauloBrowser	  ",   http://www.expasy.org/prosite/,,
"CAZy	  ",   http://www.icgeb.org/sbase/,,
"cBioPortal	  ",   http://smart.embl.de/,,
"CC+	  ",   http://supfam.mbu.iisc.ernet.in/,,
"CCDB - The CyberCell Database	  ",   http://systers.molgen.mpg.de/,,
"CCDB	  ",   http://www.genome.jp/aaindex/,,
"CCDS	  ",   http://www.gelscape.ualberta.ca,8080/htm/gdbIndex.html,
"CCDS	  s",   http://www.ebi.ac.uk/integr8/,,
"ccmGDB	  s",   http://rebase.neb.com/rebase/rebase.html,,
"ccNET	  ",   http://www.expasy.org/ch2d/,,
"ccPDB	  ",   http://mitodrome.ba.itb.cnr.it/,,
"CCSD - Complex Carbohydrate Structure Database (CarbBank)	  ",   http://www.cbil.upenn.edu/cgi-bin/tess/tess,,
"CDD	  ",   http://ribosome.fandm.edu/,,
CDD/SPARCLE,   http://biobases.ibch.poznan.pl/5SData/,,
"CEBS	  ",   http://wwwmgs.bionet.nsc.ru/mgs/systems/activity/,,
"CeCaFDB	  ",   http://brp.kfshrc.edu.sa/ARED/,,
"CEGA	  ",   http://pseudobaseplusplus.utep.edu/,,
"Cell Image Library	  ",   http://rdp.cme.msu.edu/,,
"CellCircuits	  ",   http://wwwmgs.bionet.nsc.ru/mgs/systems/selex/,,
"CellFinder	  ",   http://trnadb.bioinf.uni-leipzig.de/,,
"CellLineNavigator	  ",   http://utrdb.ba.itb.cnr.it/,,
"CeNDR	  ",   http://people.biochem.umass.edu/fournierlab/snornadb/snoRNA_DataBase.html,,
"CentrosomeDB	  ",   http://scop.berkeley.edu/,,
"Cereal Small RNA Database	  ",   http://www.bmrb.wisc.edu/,,
"CFam	  ",   http://www.cathdb.info/,,
CFEA,   http://www.ccdc.cam.ac.uk/solutions/csd-system/components/csd/,,
"CFGP	  ",   http://bioinfo.mbb.yale.edu/MolMovDB/,,
"CGD - Candida Genome Database	  ",   http://caps.ncbs.res.in/dsdbase/dsdbase.html,,
"CGDB	  ",   http://xray.bmc.uu.se/hicup/,,
"ChannelsDB	  "," Jena Library of Biological Macromolecules	  ",   http://www.fli-leibniz.de/IMAGE.html,
"CharProtDB	  ",   http://www.ncbi.nlm.nih.gov/Structure/,,
"ChEBI - Chemical Entities of Biological Interest	  ",   http://ndbserver.rutgers.edu/,,
"ChemBank	  ",   http://pali.mbu.iisc.ernet.in/,,
"ChEMBL	  s",   http://caps.ncbs.res.in/pass2/,,
"ChemDB	  ",   http://www.rcsb.org/,,
"ChemProt	  ",   http://www.cbrc.jp/pdbreprdb/,,
"Chewie-NS	  s",   http://www.ebi.ac.uk/pdbsum,,
"ChickVD	  ",   http://www.iitm.ac.in/bioinfo/ProTherm2/,,
"ChimerDB	  ",   http://www.ebi.ac.uk/RESID/,,
"ChIPBase	  ",   http://scop.mrc-lmb.cam.ac.uk/scop,,
ChIPprimersDB,   http://supfam.org/SUPERFAMILY/,,
"ChiTaRS	  ",   http://www.mshri.on.ca/nagy/,,
"ChlamDB	  s",   http://www.lbgi.fr/balibase/,,
"Chloroplast Genome Database	  ",   http://www.unicarbkb.org/,,
"ChromDB	  ",   http://www.iephb.nw.ru/labs/lab38/spirov/hox_pro/hox-pro00.html,,
"Ciliate IES-MDS database	  ",   http://www.otago.ac.nz/IGC/,,
"CIPRO	  ",   http://bioinformatics.hsanmartino.it/mpdb/,,
"CircaDB	  ",   http://www.ncbi.nlm.nih.gov/Taxonomy/taxonomyhome.html,,
"CircNet	  ",   http://www.ncbi.nlm.nih.gov/pubmed/,,
"CirGRDB	  ",   http://www.ridom.de/,,
"cisRED	  ",   http://www.glycosciences.de/database/,,
"CistromeDB	  ",   http://tolweb.org/tree/phylogeny.html,,
"CleanEST	  ",   http://downloads.yeastgenome.org/unpublished_data/vectordb/,,
"CleanEx	  ",   http://viroligo.okstate.edu/,,
"ClinVar	  ",   http://worfdb.dfci.harvard.edu/,,
"ClinVar	  s",   http://www-deletion.stanford.edu/YDPM/YDPM_index.html,,
"CLIPZ	  ",   http://www.transcriptome.ens.fr/ymgv/,,
"CloneDB	  ",   http://wwwmgs.bionet.nsc.ru/mgs/gnw/aspd/,,
"ClusterCAD	  s",   http://smartdb.bioinf.med.uni-goettingen.de/,,
"ClusterMine360	  ",   http://www.membranetransport.org/,,
"CMGSDB	  s",,,
"CMNPD	  ",   http://tropgenedb.cirad.fr/,,
"CMPD	  ",   http://ibb.uab.es/trsdb/,,
"CNCDatabase	  s",   http://bidd.nus.edu.sg/group/cjttd/,,
"cncRNAdb	  ",   http://genome.ucsc.edu/,,
"CODEX	  ",   http://140.138.144.145/~dbSNO/index.php,,
CoevDB,   http://proteomescout.wustl.edu/,,
"Coexpedia	  ",   http://www.depod.org,,
"Coffee Genome Hub	  ",   http://www.uniprot.org/,,
"COG	  s",   http://www.ncbi.nlm.nih.gov/probe,,
"COGEME Phytopathogenic Fungi and Oomycete EST Database	  ",   http://www.ncbi.nlm.nih.gov/VecScreen/UniVec.html,,
"CoGenT++	  ",   http://spock.genes.nig.ac.jp/~genome/gtop.html,,
"coliBASE	  ",   http://howdy.biosciencedbc.jp/HOWDY/top_en.pl,,
"Colibri	  ",   http://genecards.weizmann.ac.il/genenote/,,
"CollecTF	  ",   http://genecards.weizmann.ac.il/geneannot/,,
COLOMBOS v2.0,   http://genenest.molgen.mpg.de/,,
"Colorectal Cancer Atlas	  ",   http://www.genedb.org/,,
"COLT-Cancer	  ",   http://wwwmgs.bionet.nsc.ru/mgs/gnw/genenet/,,
"COMBREX	  ",   http://www.genepaint.org/Frameset.html,,
"COMe - Co-Ordination of Metals etc.	  ",   http://salilab.org/modbase/,,
"Comparasite	  ",   http://corg.molgen.mpg.de/,,
"Comparative Genometrics	  ",   http://www.ebi.ac.uk/biostudies,,
"ComPPI	  ",   http://dunbrack2.fccc.edu/PyIgClassify/default.aspx,,
"ComSin	  ",   http://www.ebi.ac.uk/intact/complex,,
"ConjuPepDB	  ",   http://comppi.linkgroup.hu,,
"ConoServer	  "," A Medaka gene expression pattern database	  ",   http://mepd.cos.uni-heidelberg.de/mepd/,
"ConsensusPathDB	  ",   http://www.gene-regulation.com/,,
"ConSurf-DB	  ",   http://www.gene-regulation.com/pub/databases.html#transpath,,
"CoPS	  ",   http://compbio.soe.ucsc.edu/yeast_introns.html,,
"CORG - A database for COmparative Regulatory Genomics	  ",   http://hapmap.ncbi.nlm.nih.gov/,,
"CORUM	  ",   http://www.gene-regulation.com/pub/databases.html#transcompel,,
"CoryneRegNet	  ",   http://genecards.weizmann.ac.il/geneloc/,,
"COSMIC	  ",   http://www.genecards.org/,,
"CottonGen	  ",   http://www.genoplante.com/,,
"CoV3D	  s",,,
"CoVDB	  ",   http://pedant.gsf.de/,,
"COVID19 Drug Repository	  ",   http://www.plantgdb.org/,,
"CovInDB	  ",   http://www.yeastgenome.org/,,
COXPRESdb v7,   http://source-search.princeton.edu/,,
"COXPRESdb	  ",   http://ToxoDB.org/,,
"CPDB	  ",   http://hetpdbnavi.nagahama-i-bio.ac.jp/,,
"CPLM	  ",   http://p53.iarc.fr/,,
"cpnDB	  ",   http://hivdb.stanford.edu/,,
"CPPsite	  ",   http://bioportal.weizmann.ac.il/HORDE/,,
"CR Cistrome	  ",   http://www.ebi.ac.uk/ipd/,,
"CR2Cancer	  ",   http://genome.bioch.virginia.edu/trfdb/,,
"Cre Transgenic Database	  ",   http://proline.biochem.iisc.ernet.in/NRICHD/,,
"CREMOFAC	  ",   http://www.led.uni-stuttgart.de/,,
"CR-EST - Crop ESTs	  s",   http://npd.hgu.mrc.ac.uk/,,
CRISPRlnc,   http://fermi.utmb.edu/SDAP/,,
"crisprSQL	  ",   http://sevens.cbrc.jp/,,
"CRISPR-view	  ",   http://bioinformatica.isa.cnr.it/ASC/,,
"CRISPRz	  ",   http://www.cbs.dtu.dk/databases/NESbase/,,
"CRISP-view	  ",   http://rostlab.org/services/nlsdb/,,
"CryptoDB - Cryptosporidium database	  ",   http://www.fp.ucalgary.ca/group2introns/,,
"Crystallography Open Database	  ",   http://biobases.ibch.poznan.pl/ncRNA/,,
"CSA - Catalytic Site Atlas	  ",   http://rfam.xfam.org/,,
"CSCD	  ",   http://mvp.medgenius.info,,
"CSD - Cambridge Structural Database	  ",   http://cluster.physics.iisc.ernet.in/cadb/,,
"CSDBase - Cold Shock Domain database	  ",   http://compbio.buffalo.edu/dd   http://,,
"CSEA-DB	  s",   http://projects.villa-bosch.de/dbase/dsmm/,,
"CSS - Carbohydrate Structure Suite	  ",   http://www.ebi.ac.uk/GOA,,
"CSVS - The Collaborative Spanish Variability Server	  ",   http://lncrna.big.ac.cn,,
"CSVS	  ",   http://www.microbial-ecology.net/probebase/,,
"CTCF Binding Site Database	  ",   http://www.ncbi.nlm.nih.gov/RefSeq/,,
"CTD - Comparative Toxicogenomics Database	  ",   http://www.pharmgkb.org/,,
"CTDatabase	  ",   http://www.plantgdb.org/AtGDB/,,
"CTGA	  ",   http://bibiserv.techfak.uni-bielefeld.de/stcdb/,,
"Cube-DB	  ",   http://eugenes.org/,,
"CutDB	  ",   http://vkcdb.biology.ualberta.ca/,,
"CuticleDB	  ",   http://aclame.ulb.ac.be/,,
"Cyanolyase	  ",   http://aps.unmc.edu/AP/main.php,,
"Cyanorak	  ",   http://www.cbil.upenn.edu/apidots/,,
"Cybase	  ",   http://appadb.eb.tuebingen.mpg.de,,
"CycleBase	  ",   http://aramemnon.botanik.uni-koeln.de/,,
"Cyclonet	  ",   http://sbi.imim.es/archdb/,,
"CyMoBase	  ",   http://asap.ahabs.wisc.edu/annotation/php/ASAP1.htm,,
"Cypriot national mutation database	  ",   http://cgap.nci.nih.gov/Pathways/BioCarta_Pathways,,
"D2P2	  ",   http://biocyc.org/,,
"Dali database	  ",   http://www.brenda-enzymes.org/,,
"DAnCER	  ",   http://rnacentral.org/,,
"DARC	  ",   http://bioinfo.life.hust.edu.cn/lncRNASNP/,,
"DARNED	  ",   http://bacillus.genome.jp/,,
"DART - Drug Adverse Reaction Targets	  ",   http://www.cadre-genomes.org.uk,,
"DASHR	  ",   http://www.catma.org/,,
"Database for Bacterial Group II Introns	  ",   http://redpoll.pharmacy.ualberta.ca/CCDB/,,
"Database of Genomic Variants (DGV)	  ",   http://www.glycome-db.org/getDownloadPage.action?page=carbbank,,
"Database of Genomic Variants archive (DGVa)	  ",   http://cleanex.vital-it.ch/,,
"Database resources of the National Center for Biotechnology Information	  ",   http://xbase.warwick.ac.uk/colibase/,,
"Datanator	  s",   http://genolist.pasteur.fr/Colibri/,,
"DATF	  ",   http://www.flymine.org/come/,,
"DBAASP	  ",   http://cryptodb.org/,,
"DBAli	  ",   http://www.ebi.ac.uk/thornton-srv/databases/CSA/,,
dbAMP,   http://ekhidna.biocenter.helsinki.fi/dali/start/,,
"DBASS5/3	  ",   http://bidd.nus.edu.sg/group/drt/dart.asp,,
"dbCAN-PUL	  ",   http://www.essentialgene.org,,
"dbCAN-seq	  ",   http://dictybase.org/,,
"dbCoRC	  ",   http://www.dabi.temple.edu/disprot/,,
"dbCRID	  ",   http://www.domins.org/,,
"DBD	  ",   http://www.ebi.ac.uk/genomes/,,
"dbDEMC	  ",   http://www.ebi.ac.uk/pdbe/,,
"dbDEPC	  ",   http://www.ncbi.nlm.nih.gov/sites/entrez?db=genome,,
"dbERGEII	  ",   http://www.chem.qmul.ac.uk/iubmb/enzyme/,,
"DBETH	  ",   http://www.genome.wisc.edu/resources/essential.htm,,
"dbGaP	  ",   http://www.psb.ugent.be/rRNA/,,
"dbGuide	  s",   http://eyesite.cryst.bbk.ac.uk/,,
"dbLEP	  ",   http://fantom.gsc.riken.jp/,,
"dbMAE	  ",   http://flytrap.med.yale.edu/,,
"dbMHC	  ",   http://www.fruitfly.org/,,
"dbPSHP	  ",   http://gene3d.biochem.ucl.ac.uk/Gene3D/,,
dbPTM in 2019,   http://ghr.nlm.nih.gov/,,
"dbPTM	  ",   http://www.ncbi.nlm.nih.gov/Taxonomy/Utils/wprintgc.cgi,,
"dbRES	  ",   http://www.cmhd.ca/genetrap/,,
"dbRIP	  ",   http://www.germonline.org/,,
"dbSAP	  ",   http://www.genome.jp/kegg/glycan/,,
"dbSNO	  ",   http://www.geneontology.org,,
"dbSNP-Q	  ",   http://wheat.pw.usda.gov/,,
"dbSUPER	  ",   http://gene3d.biochem.ucl.ac.uk/Gene3D/,,
"DBTGR	  ",   http://gtrnadb.ucsc.edu/,,
"DBTMEE	  ",   http://globin.bx.psu.edu/hbvar/,,
"DBTSS	  ",   http://hcv.lanl.gov/,,
"DBTSS/DBKERO	  ",   http://hembase.niddk.nih.gov/,,
"dbVar	  ",   http://herv.img.cas.cz/,,
"dcGO	  ",   http://www.hgvs.org/,,
"DDBJ Database updates and computational infrastructure enhancement	  ",   http://www.hiv.lanl.gov/content/sequence/RESDB/,,
DDBJ update,   http://mizuguchilab.org/homstrad/,,
"DDBJ	  ",   http://receptome.stanford.edu/,,
"DDMGD	  ",   http://www.hprd.org/,,
"Death Domain database	  ",   http://research.nhgri.nih.gov/scid/,,
"DECIPHER	  ",   http://www.imgt.org/,,
"Decoys-R-Us	  ",   http://www.imgt.org/IMGT_GENE-DB/GENElect?livret=0/,,
"deepBase	  ",   http://www.imgt.org/,,
"Defensins Knowledgebase	  ",   http://fmf.igh.cnrs.fr/infevers/,,
"DEG - Database of Essential Genes	  ",   http://www.ebi.ac.uk/intact/,,
"DEG	  ",   http://www.ebi.ac.uk/intenz/,,
"Degradome Database	  ",   http://www.sdbonline.org/fly/aimain/1aahome.htm,,
"denovo-db	  ",   http://www.chem.qmul.ac.uk/iubmb/,,
"DEPOD	  ",   http://www.chem.qmul.ac.uk/iupac/,,
"DescribePROT	  ",   http://jaspar.genereg.net,,
"DESM	  ",   http://knottin.cbs.cnrs.fr/,,
"Dfam	  ",   http://www.dkfz.de/gpcf/lifedb.php,,
"DGA	  ",   http://research.nhgri.nih.gov/lowe/,,
"DG-CST	  ",   http://www.glycosciences.de/spec/lox-db/,,
